dataset,layer1,layer2,n_models,bounds,size_in_bytes,mean_interval,median_interval,stdev_interval,min_interval,max_interval
fb_200M_uint64,cubic_spline,linear_spline,4096,gind,65600,1.99986e+08,199986248,50699.2,2,199986248
fb_200M_uint64,cubic_spline,linear_spline,4096,labs,98352,1.99993e+08,199993130,42619.7,1,200000000
fb_200M_uint64,cubic_spline,linear_spline,4096,lind,131120,1.99986e+08,199986248,50699.2,1,199986248
fb_200M_uint64,cubic_spline,linear_regression,4096,gabs,65592,1.96407e+08,196406915,27598.2,98203458,196406915
fb_200M_uint64,cubic_spline,linear_regression,4096,gind,65600,1.96398e+08,196398500,34830.2,98195043,196398500
fb_200M_uint64,cubic_spline,linear_regression,4096,labs,98352,1.96407e+08,196406915,45426.7,1,196406915
fb_200M_uint64,cubic_spline,linear_regression,4096,lind,131120,1.96398e+08,196398500,50149,1,196398500
fb_200M_uint64,linear_regression,linear_spline,4096,gabs,65576,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,4096,gind,65584,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,4096,labs,98336,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,4096,lind,131104,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,4096,gabs,65576,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,4096,gind,65584,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,4096,labs,98336,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,4096,lind,131104,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,4096,gabs,65568,1.99993e+08,199993130,4069.92,199986247,200000000
fb_200M_uint64,radix,linear_spline,4096,gind,65576,1.99986e+08,199986248,50699.2,2,199986248
fb_200M_uint64,radix,linear_spline,4096,labs,98328,1.99993e+08,199993130,42619.7,1,200000000
fb_200M_uint64,radix,linear_spline,4096,lind,131096,1.99986e+08,199986248,50699.2,1,199986248
fb_200M_uint64,radix,linear_regression,4096,gabs,65568,1.96407e+08,196406915,27598.2,98203458,196406915
fb_200M_uint64,radix,linear_regression,4096,gind,65576,1.96398e+08,196398500,34830.2,98195043,196398500
fb_200M_uint64,radix,linear_regression,4096,labs,98328,1.96407e+08,196406915,45426.7,1,196406915
fb_200M_uint64,radix,linear_regression,4096,lind,131096,1.96398e+08,196398500,50149,1,196398500
fb_200M_uint64,linear_spline,linear_spline,8192,gabs,131112,1.99993e+08,199993130,4069.92,199986247,200000000
fb_200M_uint64,linear_spline,linear_spline,8192,gind,131120,1.99986e+08,199986248,50699.2,2,199986248
fb_200M_uint64,linear_spline,linear_spline,8192,labs,196640,1.99993e+08,199993130,42619.7,1,200000000
fb_200M_uint64,linear_spline,linear_spline,8192,lind,262176,1.99986e+08,199986248,50699.2,1,199986248
fb_200M_uint64,linear_spline,linear_regression,8192,gabs,131112,1.96407e+08,196406915,27598.2,98203458,196406915
fb_200M_uint64,linear_spline,linear_regression,8192,gind,131120,1.96398e+08,196398500,34830.2,98195043,196398500
fb_200M_uint64,linear_spline,linear_regression,8192,labs,196640,1.96407e+08,196406915,45426.7,1,196406915
fb_200M_uint64,linear_spline,linear_regression,8192,lind,262176,1.96398e+08,196398500,50149,1,196398500
fb_200M_uint64,cubic_spline,linear_spline,8192,gabs,131128,1.99989e+08,199989021,6296.47,199978008,200000000
fb_200M_uint64,cubic_spline,linear_spline,8192,gind,131136,1.99978e+08,199978009,58932.9,2,199978009
fb_200M_uint64,cubic_spline,linear_spline,8192,labs,196656,1.99989e+08,199989021,51374.7,1,200000000
fb_200M_uint64,cubic_spline,linear_spline,8192,lind,262192,1.99978e+08,199978009,58932.9,1,199978009
fb_200M_uint64,cubic_spline,linear_regression,8192,gabs,131128,1.8853e+08,188530471,24518.2,94265236,188530471
fb_200M_uint64,cubic_spline,linear_regression,8192,gind,131136,1.88509e+08,188509347,24383.8,94244112,188509347
fb_200M_uint64,cubic_spline,linear_regression,8192,labs,196656,1.8853e+08,188530471,48310.4,1,188530471
fb_200M_uint64,cubic_spline,linear_regression,8192,lind,262192,1.88509e+08,188509347,48237,1,188509347
fb_200M_uint64,linear_regression,linear_spline,8192,gabs,131112,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,8192,gind,131120,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,8192,labs,196640,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,8192,lind,262176,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,8192,gabs,131112,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,8192,gind,131120,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,8192,labs,196640,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,8192,lind,262176,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,8192,gabs,131104,1.99993e+08,199993130,4069.92,199986247,200000000
fb_200M_uint64,radix,linear_spline,8192,gind,131112,1.99986e+08,199986248,50699.2,2,199986248
fb_200M_uint64,radix,linear_spline,8192,labs,196632,1.99993e+08,199993130,42619.7,1,200000000
fb_200M_uint64,radix,linear_spline,8192,lind,262168,1.99986e+08,199986248,50699.2,1,199986248
fb_200M_uint64,radix,linear_regression,8192,gabs,131104,1.96407e+08,196406915,27598.2,98203458,196406915
fb_200M_uint64,radix,linear_regression,8192,gind,131112,1.96398e+08,196398500,34830.2,98195043,196398500
fb_200M_uint64,radix,linear_regression,8192,labs,196632,1.96407e+08,196406915,45426.7,1,196406915
fb_200M_uint64,radix,linear_regression,8192,lind,262168,1.96398e+08,196398500,50149,1,196398500
fb_200M_uint64,linear_spline,linear_spline,16384,gabs,262184,1.99993e+08,199993130,4069.92,199986247,200000000
fb_200M_uint64,linear_spline,linear_spline,16384,gind,262192,1.99986e+08,199986248,50699.2,2,199986248
fb_200M_uint64,linear_spline,linear_spline,16384,labs,393248,1.99993e+08,199993130,42619.7,1,200000000
fb_200M_uint64,linear_spline,linear_spline,16384,lind,524320,1.99986e+08,199986248,50699.2,1,199986248
fb_200M_uint64,linear_spline,linear_regression,16384,gabs,262184,1.96407e+08,196406915,27598.2,98203458,196406915
fb_200M_uint64,linear_spline,linear_regression,16384,gind,262192,1.96398e+08,196398500,34830.2,98195043,196398500
fb_200M_uint64,linear_spline,linear_regression,16384,labs,393248,1.96407e+08,196406915,45426.7,1,196406915
fb_200M_uint64,linear_spline,linear_regression,16384,lind,524320,1.96398e+08,196398500,50149,1,196398500
fb_200M_uint64,cubic_spline,linear_spline,16384,gabs,262200,1.99978e+08,199978065,12689.3,199956041,200000000
fb_200M_uint64,cubic_spline,linear_spline,16384,gind,262208,1.99956e+08,199956042,64556.6,2,199956042
fb_200M_uint64,cubic_spline,linear_spline,16384,labs,393264,1.99978e+08,199978065,59668,1,200000000
fb_200M_uint64,cubic_spline,linear_spline,16384,lind,524336,1.99956e+08,199956042,64556.6,1,199956042
fb_200M_uint64,cubic_spline,linear_regression,16384,gabs,262200,1.45743e+08,145743319,20362.3,72871660,145743319
fb_200M_uint64,cubic_spline,linear_regression,16384,gind,262208,1.4566e+08,145659713,26338.6,72788054,145659713
fb_200M_uint64,cubic_spline,linear_regression,16384,labs,393264,1.45743e+08,145743319,42056.4,1,145743319
fb_200M_uint64,cubic_spline,linear_regression,16384,lind,524336,1.4566e+08,145659713,45230.2,1,145659713
fb_200M_uint64,linear_regression,linear_spline,16384,gabs,262184,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,16384,gind,262192,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,16384,labs,393248,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,16384,lind,524320,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,16384,gabs,262184,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,16384,gind,262192,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,16384,labs,393248,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,16384,lind,524320,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,16384,gabs,262176,1.99993e+08,199992673,4237.41,199985331,200000000
fb_200M_uint64,radix,linear_spline,16384,gind,262184,1.99985e+08,199985332,54506,2,199985332
fb_200M_uint64,radix,linear_spline,16384,labs,393240,1.99993e+08,199992673,44920,1,200000000
fb_200M_uint64,radix,linear_spline,16384,lind,524312,1.99985e+08,199985332,54506,1,199985332
fb_200M_uint64,radix,linear_regression,16384,gabs,262176,1.95346e+08,195346375,29790.7,97673188,195346375
fb_200M_uint64,radix,linear_regression,16384,gind,262184,1.95336e+08,195336152,33030.4,97662965,195336152
fb_200M_uint64,radix,linear_regression,16384,labs,393240,1.95346e+08,195346375,48150.7,1,195346375
fb_200M_uint64,radix,linear_regression,16384,lind,524312,1.95336e+08,195336152,50217.7,1,195336152
fb_200M_uint64,linear_spline,linear_spline,32768,gabs,524328,1.99986e+08,199986281,7898.75,199972514,200000000
fb_200M_uint64,linear_spline,linear_spline,32768,gind,524336,1.99972e+08,199972515,58459.6,2,199972515
fb_200M_uint64,linear_spline,linear_spline,32768,labs,786464,1.99986e+08,199986281,55335.1,1,200000000
fb_200M_uint64,linear_spline,linear_spline,32768,lind,1048608,1.99972e+08,199972515,58459.6,1,199972515
fb_200M_uint64,linear_spline,linear_regression,32768,gabs,524328,1.78489e+08,178488811,24336,89244406,178488811
fb_200M_uint64,linear_spline,linear_regression,32768,gind,524336,1.78453e+08,178452721,32349.2,89208316,178452721
fb_200M_uint64,linear_spline,linear_regression,32768,labs,786464,1.78489e+08,178488811,48829,1,178488811
fb_200M_uint64,linear_spline,linear_regression,32768,lind,1048608,1.78453e+08,178452721,53268.5,1,178452721
fb_200M_uint64,cubic_spline,linear_spline,32768,gabs,524344,1.99945e+08,199945214,31747.2,199890170,199999979
fb_200M_uint64,cubic_spline,linear_spline,32768,gind,524352,1.9989e+08,199890171,63962.8,2,199890171
fb_200M_uint64,cubic_spline,linear_spline,32768,labs,786480,1.99945e+08,199945214,70750.9,1,199999979
fb_200M_uint64,cubic_spline,linear_spline,32768,lind,1048624,1.9989e+08,199890171,63962.8,1,199890171
fb_200M_uint64,cubic_spline,linear_regression,32768,gabs,524344,3.36065e+07,33606673,7584.19,16803337,33606673
fb_200M_uint64,cubic_spline,linear_regression,32768,gind,524352,3.33677e+07,33367694,4945.55,16564358,33367694
fb_200M_uint64,cubic_spline,linear_regression,32768,labs,786480,3.36065e+07,33606673,11925.8,1,33606673
fb_200M_uint64,cubic_spline,linear_regression,32768,lind,1048624,3.33677e+07,33367694,10371.3,1,33367694
fb_200M_uint64,linear_regression,linear_spline,32768,gabs,524328,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,32768,gind,524336,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,32768,labs,786464,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,32768,lind,1048608,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,32768,gabs,524328,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,32768,gind,524336,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,32768,labs,786464,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,32768,lind,1048608,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,32768,gabs,524320,1.99986e+08,199986281,7898.75,199972514,200000000
fb_200M_uint64,radix,linear_spline,32768,gind,524328,1.99972e+08,199972515,58459.6,2,199972515
fb_200M_uint64,radix,linear_spline,32768,labs,786456,1.99986e+08,199986281,55335.1,1,200000000
fb_200M_uint64,radix,linear_spline,32768,lind,1048600,1.99972e+08,199972515,58459.6,1,199972515
fb_200M_uint64,radix,linear_regression,32768,gabs,524320,1.78489e+08,178488811,24336,89244406,178488811
fb_200M_uint64,radix,linear_regression,32768,gind,524328,1.78453e+08,178452721,32349.2,89208316,178452721
fb_200M_uint64,radix,linear_regression,32768,labs,786456,1.78489e+08,178488811,48829,1,178488811
fb_200M_uint64,radix,linear_regression,32768,lind,1048600,1.78453e+08,178452721,53268.5,1,178452721
fb_200M_uint64,linear_spline,linear_spline,65536,gabs,1048616,1.99963e+08,199963462,21165.9,199926760,200000000
fb_200M_uint64,linear_spline,linear_spline,65536,gind,1048624,1.99927e+08,199926761,65605.8,2,199926761
fb_200M_uint64,linear_spline,linear_spline,65536,labs,1572896,1.99963e+08,199963462,65166,1,200000000
fb_200M_uint64,linear_spline,linear_spline,65536,lind,2097184,1.99927e+08,199926761,65605.8,1,199926761
fb_200M_uint64,linear_spline,linear_regression,65536,gabs,1048616,7.87303e+07,78730487,9522.47,39365244,78730487
fb_200M_uint64,linear_spline,linear_regression,65536,gind,1048624,7.85536e+07,78553628,13559.1,39188385,78553628
fb_200M_uint64,linear_spline,linear_regression,65536,labs,1572896,7.87303e+07,78730487,23072,1,78730487
fb_200M_uint64,linear_spline,linear_regression,65536,lind,2097184,7.85536e+07,78553628,24956.9,1,78553628
fb_200M_uint64,cubic_spline,linear_spline,65536,gabs,1048632,749195,749945,13756.7,374973,749945
fb_200M_uint64,cubic_spline,linear_spline,65536,gind,1048640,703128,703795,12615.9,328823,703795
fb_200M_uint64,cubic_spline,linear_spline,65536,labs,1572912,749195,749945,13758.3,1,749945
fb_200M_uint64,cubic_spline,linear_spline,65536,lind,2097200,703128,703795,12617.5,1,703795
fb_200M_uint64,cubic_spline,linear_regression,65536,gabs,1048632,649531,649769,6836.47,324885,649769
fb_200M_uint64,cubic_spline,linear_regression,65536,gind,1048640,544780,544880,3518.9,219996,544880
fb_200M_uint64,cubic_spline,linear_regression,65536,labs,1572912,649531,649769,6838.9,1,649769
fb_200M_uint64,cubic_spline,linear_regression,65536,lind,2097200,544780,544880,3521.75,1,544880
fb_200M_uint64,linear_regression,linear_spline,65536,gabs,1048616,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,65536,gind,1048624,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,65536,labs,1572896,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,65536,lind,2097184,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,65536,gabs,1048616,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,65536,gind,1048624,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,65536,labs,1572896,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,65536,lind,2097184,544780,544880,3521.75,1,544880
fb_200M_uint64,radix,linear_spline,65536,gabs,1048608,1.99963e+08,199963462,21165.9,199926760,200000000
fb_200M_uint64,radix,linear_spline,65536,gind,1048616,1.99927e+08,199926761,65605.8,2,199926761
fb_200M_uint64,radix,linear_spline,65536,labs,1572888,1.99963e+08,199963462,65166,1,200000000
fb_200M_uint64,radix,linear_spline,65536,lind,2097176,1.99927e+08,199926761,65605.8,1,199926761
fb_200M_uint64,radix,linear_regression,65536,gabs,1048608,7.87303e+07,78730487,9522.47,39365244,78730487
fb_200M_uint64,radix,linear_regression,65536,gind,1048616,7.85536e+07,78553628,13559.1,39188385,78553628
fb_200M_uint64,radix,linear_regression,65536,labs,1572888,7.87303e+07,78730487,23072,1,78730487
fb_200M_uint64,radix,linear_regression,65536,lind,2097176,7.85536e+07,78553628,24956.9,1,78553628
fb_200M_uint64,linear_spline,linear_spline,131072,gabs,2097192,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_spline,linear_spline,131072,gind,2097200,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_spline,linear_spline,131072,labs,3145760,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_spline,linear_spline,131072,lind,4194336,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_spline,linear_regression,131072,gabs,2097192,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_spline,linear_regression,131072,gind,2097200,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_spline,linear_regression,131072,labs,3145760,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_spline,linear_regression,131072,lind,4194336,544780,544880,3521.75,1,544880
fb_200M_uint64,cubic_spline,linear_spline,131072,gabs,2097208,749195,749945,13756.7,374973,749945
fb_200M_uint64,cubic_spline,linear_spline,131072,gind,2097216,703128,703795,12615.9,328823,703795
fb_200M_uint64,cubic_spline,linear_spline,131072,labs,3145776,749195,749945,13758.3,1,749945
fb_200M_uint64,cubic_spline,linear_spline,131072,lind,4194352,703128,703795,12617.5,1,703795
fb_200M_uint64,cubic_spline,linear_regression,131072,gabs,2097208,649531,649769,6836.47,324885,649769
fb_200M_uint64,cubic_spline,linear_regression,131072,gind,2097216,544780,544880,3518.9,219996,544880
fb_200M_uint64,cubic_spline,linear_regression,131072,labs,3145776,649531,649769,6838.9,1,649769
fb_200M_uint64,cubic_spline,linear_regression,131072,lind,4194352,544780,544880,3521.75,1,544880
fb_200M_uint64,linear_regression,linear_spline,131072,gabs,2097192,749195,749945,13756.7,374973,749945
fb_200M_uint64,linear_regression,linear_spline,131072,gind,2097200,703128,703795,12615.9,328823,703795
fb_200M_uint64,linear_regression,linear_spline,131072,labs,3145760,749195,749945,13758.3,1,749945
fb_200M_uint64,linear_regression,linear_spline,131072,lind,4194336,703128,703795,12617.5,1,703795
fb_200M_uint64,linear_regression,linear_regression,131072,gabs,2097192,649531,649769,6836.47,324885,649769
fb_200M_uint64,linear_regression,linear_regression,131072,gind,2097200,544780,544880,3518.9,219996,544880
fb_200M_uint64,linear_regression,linear_regression,131072,labs,3145760,649531,649769,6838.9,1,649769
fb_200M_uint64,linear_regression,linear_regression,131072,lind,4194336,544780,544880,3521.75,1,544880
